BOGAN (WILLIAM),264,PLAYGROUND,OUTDOOR,1151711.016,1850480.669,41.745589,-87.719683
BOGAN (WILLIAM),264,BASEBALL SR,OUTDOOR,1151393.746,1850646.73,41.746051,-87.720842
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151203.383,1851032.854,41.747114,-87.721529
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151200.683,1851148.962,41.747433,-87.721536
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151229.035,1851271.82,41.747769,-87.721429
"BOLER (LEO ROSCOE, SR.)",496,PLAYGROUND,OUTDOOR,1151926.913,1895821.567,41.870006,-87.717702
BOSLEY (WILLIAM),1024,BASKETBALL COURT,OUTDOOR,1169392.136,1884701.363,41.83913,-87.653905
BOSLEY (WILLIAM),1024,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169291.961,1884901.872,41.839682,-87.654267
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169478.953,1884693.459,41.839106,-87.653587
BOSLEY (WILLIAM),1024,BASEBALL JR/SOFTBALL,OUTDOOR,1169335.39,1884777.971,41.839341,-87.654111
